Province/State,Country/Region,Date,Confirmed,Deaths,Recovered
Australian Capital Territory,Australia,2/16/2020,0,0,0
New South Wales,Australia,2/16/2020,4,0,4
Northern Territory,Australia,2/16/2020,0,0,0
Queensland,Australia,2/16/2020,5,0,0
South Australia,Australia,2/16/2020,2,0,0
Tasmania,Australia,2/16/2020,0,0,0
Victoria,Australia,2/16/2020,4,0,4
Western Australia,Australia,2/16/2020,0,0,0
,Austria,2/16/2020,0,0,0
,Azerbaijan,2/16/2020,0,0,0
,Bahamas,2/16/2020,0,0,0
,Bahrain,2/16/2020,0,0,0
,Bangladesh,2/16/2020,0,0,0
,Barbados,2/16/2020,0,0,0
,Belarus,2/16/2020,0,0,0
,Belgium,2/16/2020,1,0,0
,Benin,2/16/2020,0,0,0
,Bhutan,2/16/2020,0,0,0
,Bolivia,2/16/2020,0,0,0
,Bosnia and Herzegovina,2/16/2020,0,0,0
,Brazil,2/16/2020,0,0,0
,Brunei,2/16/2020,0,0,0
,Bulgaria,2/16/2020,0,0,0
,Burkina Faso,2/16/2020,0,0,0
,Cabo Verde,2/16/2020,0,0,0
,Cambodia,2/16/2020,1,0,1
,Cameroon,2/16/2020,0,0,0
Alberta,Canada,2/16/2020,0,0,0
British Columbia,Canada,2/16/2020,4,0,0
Grand Princess,Canada,2/16/2020,0,0,0
Manitoba,Canada,2/16/2020,0,0,0
New Brunswick,Canada,2/16/2020,0,0,0
Newfoundland and Labrador,Canada,2/16/2020,0,0,0
Nova Scotia,Canada,2/16/2020,0,0,0
Ontario,Canada,2/16/2020,3,0,0
Prince Edward Island,Canada,2/16/2020,0,0,0
Quebec,Canada,2/16/2020,0,0,0
Saskatchewan,Canada,2/16/2020,0,0,0
,Central African Republic,2/16/2020,0,0,0
,Chad,2/16/2020,0,0,0
,Chile,2/16/2020,0,0,0
Anhui,China,2/16/2020,962,6,255
Beijing,China,2/16/2020,380,4,108
Chongqing,China,2/16/2020,551,5,207
Fujian,China,2/16/2020,287,0,82
Gansu,China,2/16/2020,90,2,54
Guangdong,China,2/16/2020,1316,2,465
Guangxi,China,2/16/2020,237,2,49
Guizhou,China,2/16/2020,144,1,46
Hainan,China,2/16/2020,162,4,52
Hebei,China,2/16/2020,300,3,105
Heilongjiang,China,2/16/2020,445,11,0
Henan,China,2/16/2020,1231,13,0
Hong Kong,China,2/16/2020,57,1,2
Hubei,China,2/16/2020,58182,1696,6639
Hunan,China,2/16/2020,1004,3,464
Inner Mongolia,China,2/16/2020,70,0,8
Jiangsu,China,2/16/2020,617,0,218
Jiangxi,China,2/16/2020,925,1,240
Jilin,China,2/16/2020,89,1,30
Liaoning,China,2/16/2020,121,1,40
Macau,China,2/16/2020,10,0,5
Ningxia,China,2/16/2020,70,0,33
Qinghai,China,2/16/2020,18,0,13
Shaanxi,China,2/16/2020,236,0,71
Shandong,China,2/16/2020,537,2,173
Shanghai,China,2/16/2020,328,1,0
Shanxi,China,2/16/2020,129,0,50
Sichuan,China,2/16/2020,481,3,131
Tianjin,China,2/16/2020,124,3,45
Tibet,China,2/16/2020,1,0,1
Xinjiang,China,2/16/2020,71,1,12
Yunnan,China,2/16/2020,171,0,0
Zhejiang,China,2/16/2020,1167,0,456
,Colombia,2/16/2020,0,0,0
,Congo (Brazzaville),2/16/2020,0,0,0
,Congo (Kinshasa),2/16/2020,0,0,0
,Costa Rica,2/16/2020,0,0,0
,Cote d'Ivoire,2/16/2020,0,0,0
,Croatia,2/16/2020,0,0,0
,Diamond Princess,2/16/2020,355,0,0
,Cuba,2/16/2020,0,0,0
,Cyprus,2/16/2020,0,0,0
,Czechia,2/16/2020,0,0,0
Faroe Islands,Denmark,2/16/2020,0,0,0
Greenland,Denmark,2/16/2020,0,0,0
,Denmark,2/16/2020,0,0,0
,Djibouti,2/16/2020,0,0,0
,Dominican Republic,2/16/2020,0,0,0
,Ecuador,2/16/2020,0,0,0
,Egypt,2/16/2020,1,0,0
,El Salvador,2/16/2020,0,0,0
,Equatorial Guinea,2/16/2020,0,0,0
,Eritrea,2/16/2020,0,0,0
,Estonia,2/16/2020,0,0,0
,Eswatini,2/16/2020,0,0,0
,Ethiopia,2/16/2020,0,0,0
,Fiji,2/16/2020,0,0,0
,Finland,2/16/2020,1,0,1
French Guiana,France,2/16/2020,0,0,0
French Polynesia,France,2/16/2020,0,0,0
Guadeloupe,France,2/16/2020,0,0,0
Mayotte,France,2/16/2020,0,0,0
New Caledonia,France,2/16/2020,0,0,0
Reunion,France,2/16/2020,0,0,0
Saint Barthelemy,France,2/16/2020,0,0,0
St Martin,France,2/16/2020,0,0,0
Martinique,France,2/16/2020,0,0,0
,France,2/16/2020,12,1,4
,Gabon,2/16/2020,0,0,0
,Gambia,2/16/2020,0,0,0
,Georgia,2/16/2020,0,0,0
,Germany,2/16/2020,16,0,1
,Ghana,2/16/2020,0,0,0
,Greece,2/16/2020,0,0,0
,Guatemala,2/16/2020,0,0,0
,Guinea,2/16/2020,0,0,0
,Guyana,2/16/2020,0,0,0
,Haiti,2/16/2020,0,0,0
,Holy See,2/16/2020,0,0,0
,Honduras,2/16/2020,0,0,0
,Hungary,2/16/2020,0,0,0
,Iceland,2/16/2020,0,0,0
,India,2/16/2020,3,0,3
,Indonesia,2/16/2020,0,0,0
,Iran,2/16/2020,0,0,0
,Iraq,2/16/2020,0,0,0
,Ireland,2/16/2020,0,0,0
,Israel,2/16/2020,0,0,0
,Italy,2/16/2020,3,0,0
,Jamaica,2/16/2020,0,0,0
,Japan,2/16/2020,59,1,12
,Jordan,2/16/2020,0,0,0
,Kazakhstan,2/16/2020,0,0,0
,Kenya,2/16/2020,0,0,0
,South Korea,2/16/2020,29,0,9
,Kuwait,2/16/2020,0,0,0
,Kyrgyzstan,2/16/2020,0,0,0
,Latvia,2/16/2020,0,0,0
,Lebanon,2/16/2020,0,0,0
,Liberia,2/16/2020,0,0,0
,Liechtenstein,2/16/2020,0,0,0
,Lithuania,2/16/2020,0,0,0
,Luxembourg,2/16/2020,0,0,0
,Madagascar,2/16/2020,0,0,0
,Malaysia,2/16/2020,22,0,7
,Maldives,2/16/2020,0,0,0
,Malta,2/16/2020,0,0,0
,Mauritania,2/16/2020,0,0,0
,Mauritius,2/16/2020,0,0,0
,Mexico,2/16/2020,0,0,0
,Moldova,2/16/2020,0,0,0
,Monaco,2/16/2020,0,0,0
,Mongolia,2/16/2020,0,0,0
,Montenegro,2/16/2020,0,0,0
,Morocco,2/16/2020,0,0,0
,Namibia,2/16/2020,0,0,0
,Nepal,2/16/2020,1,0,1
Aruba,Netherlands,2/16/2020,0,0,0
Curacao,Netherlands,2/16/2020,0,0,0
Sint Maarten,Netherlands,2/16/2020,0,0,0
,Netherlands,2/16/2020,0,0,0
,New Zealand,2/16/2020,0,0,0
,Nicaragua,2/16/2020,0,0,0
,Niger,2/16/2020,0,0,0
,Nigeria,2/16/2020,0,0,0
,North Macedonia,2/16/2020,0,0,0
,Norway,2/16/2020,0,0,0
,Oman,2/16/2020,0,0,0
,Pakistan,2/16/2020,0,0,0
,Panama,2/16/2020,0,0,0
,Papua New Guinea,2/16/2020,0,0,0
,Paraguay,2/16/2020,0,0,0
,Peru,2/16/2020,0,0,0
,Philippines,2/16/2020,3,1,1
,Poland,2/16/2020,0,0,0
,Portugal,2/16/2020,0,0,0
,Qatar,2/16/2020,0,0,0
,Romania,2/16/2020,0,0,0
,Russia,2/16/2020,2,0,2
,Rwanda,2/16/2020,0,0,0
,Saint Lucia,2/16/2020,0,0,0
,Saint Vincent and the Grenadines,2/16/2020,0,0,0
,San Marino,2/16/2020,0,0,0
,Saudi Arabia,2/16/2020,0,0,0
,Senegal,2/16/2020,0,0,0
,Serbia,2/16/2020,0,0,0
,Seychelles,2/16/2020,0,0,0
,Singapore,2/16/2020,75,0,18
,Slovakia,2/16/2020,0,0,0
,Slovenia,2/16/2020,0,0,0
,Somalia,2/16/2020,0,0,0
,South Africa,2/16/2020,0,0,0
,Spain,2/16/2020,2,0,2
,Sri Lanka,2/16/2020,1,0,1
,Sudan,2/16/2020,0,0,0
,Suriname,2/16/2020,0,0,0
,Sweden,2/16/2020,1,0,0
,Switzerland,2/16/2020,0,0,0
,Taiwan*,2/16/2020,20,1,2
,Tanzania,2/16/2020,0,0,0
,Thailand,2/16/2020,34,0,14
,Togo,2/16/2020,0,0,0
,Trinidad and Tobago,2/16/2020,0,0,0
,Tunisia,2/16/2020,0,0,0
,Turkey,2/16/2020,0,0,0
,Uganda,2/16/2020,0,0,0
,Ukraine,2/16/2020,0,0,0
,United Arab Emirates,2/16/2020,9,0,4
Bermuda,United Kingdom,2/16/2020,0,0,0
Cayman Islands,United Kingdom,2/16/2020,0,0,0
Channel Islands,United Kingdom,2/16/2020,0,0,0
Gibraltar,United Kingdom,2/16/2020,0,0,0
Isle of Man,United Kingdom,2/16/2020,0,0,0
Montserrat,United Kingdom,2/16/2020,0,0,0
,United Kingdom,2/16/2020,9,0,8
,Uruguay,2/16/2020,0,0,0
,US,2/16/2020,13,0,3
,Uzbekistan,2/16/2020,0,0,0
,Venezuela,2/16/2020,0,0,0
,Vietnam,2/16/2020,16,0,7
,Zambia,2/16/2020,0,0,0
,Zimbabwe,2/16/2020,0,0,0
Diamond Princess,Canada,2/16/2020,0,0,0
,Dominica,2/16/2020,0,0,0
,Grenada,2/16/2020,0,0,0
,Mozambique,2/16/2020,0,0,0
,Syria,2/16/2020,0,0,0
,Timor-Leste,2/16/2020,0,0,0
,Belize,2/16/2020,0,0,0
,Laos,2/16/2020,0,0,0
,Libya,2/16/2020,0,0,0
,West Bank and Gaza,2/16/2020,0,0,0
,Guinea-Bissau,2/16/2020,0,0,0
,Mali,2/16/2020,0,0,0
,Saint Kitts and Nevis,2/16/2020,0,0,0
Northwest Territories,Canada,2/16/2020,0,0,0
Yukon,Canada,2/16/2020,0,0,0
,Kosovo,2/16/2020,0,0,0
,Burma,2/16/2020,0,0,0
Anguilla,United Kingdom,2/16/2020,0,0,0
British Virgin Islands,United Kingdom,2/16/2020,0,0,0
Turks and Caicos Islands,United Kingdom,2/16/2020,0,0,0
,MS Zaandam,2/16/2020,0,0,0
,Botswana,2/16/2020,0,0,0
,Burundi,2/16/2020,0,0,0
,Sierra Leone,2/16/2020,0,0,0
,Malawi,2/16/2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,2/16/2020,0,0,0
Saint Pierre and Miquelon,France,2/16/2020,0,0,0
,South Sudan,2/16/2020,0,0,0
,Western Sahara,2/16/2020,0,0,0
,Sao Tome and Principe,2/16/2020,0,0,0
,Yemen,2/16/2020,0,0,0
,Comoros,2/16/2020,0,0,0
,Tajikistan,2/16/2020,0,0,0
,Afghanistan,2/17/2020,0,0,0
,Albania,2/17/2020,0,0,0
,Algeria,2/17/2020,0,0,0
,Andorra,2/17/2020,0,0,0
,Angola,2/17/2020,0,0,0
,Antigua and Barbuda,2/17/2020,0,0,0
,Argentina,2/17/2020,0,0,0
,Armenia,2/17/2020,0,0,0
Australian Capital Territory,Australia,2/17/2020,0,0,0
New South Wales,Australia,2/17/2020,4,0,4
Northern Territory,Australia,2/17/2020,0,0,0
Queensland,Australia,2/17/2020,5,0,0
South Australia,Australia,2/17/2020,2,0,2
Tasmania,Australia,2/17/2020,0,0,0
Victoria,Australia,2/17/2020,4,0,4
Western Australia,Australia,2/17/2020,0,0,0
,Austria,2/17/2020,0,0,0
,Azerbaijan,2/17/2020,0,0,0
,Bahamas,2/17/2020,0,0,0
,Bahrain,2/17/2020,0,0,0
,Bangladesh,2/17/2020,0,0,0
,Barbados,2/17/2020,0,0,0
,Belarus,2/17/2020,0,0,0
,Belgium,2/17/2020,1,0,1
,Benin,2/17/2020,0,0,0
,Bhutan,2/17/2020,0,0,0
,Bolivia,2/17/2020,0,0,0
,Bosnia and Herzegovina,2/17/2020,0,0,0
,Brazil,2/17/2020,0,0,0
,Brunei,2/17/2020,0,0,0
,Bulgaria,2/17/2020,0,0,0
,Burkina Faso,2/17/2020,0,0,0
,Cabo Verde,2/17/2020,0,0,0
,Cambodia,2/17/2020,1,0,1
,Cameroon,2/17/2020,0,0,0
Alberta,Canada,2/17/2020,0,0,0
British Columbia,Canada,2/17/2020,5,0,0
Grand Princess,Canada,2/17/2020,0,0,0
Manitoba,Canada,2/17/2020,0,0,0
New Brunswick,Canada,2/17/2020,0,0,0
Newfoundland and Labrador,Canada,2/17/2020,0,0,0
Nova Scotia,Canada,2/17/2020,0,0,0
Ontario,Canada,2/17/2020,3,0,0
Prince Edward Island,Canada,2/17/2020,0,0,0
Quebec,Canada,2/17/2020,0,0,0
Saskatchewan,Canada,2/17/2020,0,0,0
,Central African Republic,2/17/2020,0,0,0
,Chad,2/17/2020,0,0,0
,Chile,2/17/2020,0,0,0
Anhui,China,2/17/2020,973,6,280
Beijing,China,2/17/2020,381,4,114
Chongqing,China,2/17/2020,553,5,225
Fujian,China,2/17/2020,290,0,90
Gansu,China,2/17/2020,91,2,58
Guangdong,China,2/17/2020,1322,4,524
Guangxi,China,2/17/2020,238,2,53
Guizhou,China,2/17/2020,146,1,57
Hainan,China,2/17/2020,163,4,59
Hebei,China,2/17/2020,301,3,122
Heilongjiang,China,2/17/2020,457,11,0
Henan,China,2/17/2020,1246,16,0
Hong Kong,China,2/17/2020,60,1,2
Hubei,China,2/17/2020,59989,1789,7862
Hunan,China,2/17/2020,1006,3,498
Inner Mongolia,China,2/17/2020,72,0,8
Jiangsu,China,2/17/2020,626,0,258
Jiangxi,China,2/17/2020,930,1,275
Jilin,China,2/17/2020,89,1,34
Liaoning,China,2/17/2020,121,1,43
Macau,China,2/17/2020,10,0,5
Ningxia,China,2/17/2020,70,0,35
Qinghai,China,2/17/2020,18,0,13
Shaanxi,China,2/17/2020,240,0,79
Shandong,China,2/17/2020,541,2,191
Shanghai,China,2/17/2020,333,1,0
Shanxi,China,2/17/2020,130,0,53
Sichuan,China,2/17/2020,495,3,156
Tianjin,China,2/17/2020,125,3,46
Tibet,China,2/17/2020,1,0,1
Xinjiang,China,2/17/2020,75,1,12
Yunnan,China,2/17/2020,171,0,0
Zhejiang,China,2/17/2020,1171,0,507
,Colombia,2/17/2020,0,0,0
,Congo (Brazzaville),2/17/2020,0,0,0
,Congo (Kinshasa),2/17/2020,0,0,0
,Costa Rica,2/17/2020,0,0,0
,Cote d'Ivoire,2/17/2020,0,0,0
,Croatia,2/17/2020,0,0,0
,Diamond Princess,2/17/2020,454,0,0
,Cuba,2/17/2020,0,0,0
,Cyprus,2/17/2020,0,0,0
,Czechia,2/17/2020,0,0,0
Faroe Islands,Denmark,2/17/2020,0,0,0
Greenland,Denmark,2/17/2020,0,0,0
,Denmark,2/17/2020,0,0,0
,Djibouti,2/17/2020,0,0,0
,Dominican Republic,2/17/2020,0,0,0
,Ecuador,2/17/2020,0,0,0
,Egypt,2/17/2020,1,0,0
,El Salvador,2/17/2020,0,0,0
,Equatorial Guinea,2/17/2020,0,0,0
,Eritrea,2/17/2020,0,0,0
,Estonia,2/17/2020,0,0,0
,Eswatini,2/17/2020,0,0,0
,Ethiopia,2/17/2020,0,0,0
,Fiji,2/17/2020,0,0,0
,Finland,2/17/2020,1,0,1
French Guiana,France,2/17/2020,0,0,0
French Polynesia,France,2/17/2020,0,0,0
Guadeloupe,France,2/17/2020,0,0,0
Mayotte,France,2/17/2020,0,0,0
New Caledonia,France,2/17/2020,0,0,0
Reunion,France,2/17/2020,0,0,0
Saint Barthelemy,France,2/17/2020,0,0,0
St Martin,France,2/17/2020,0,0,0
Martinique,France,2/17/2020,0,0,0
,France,2/17/2020,12,1,4
,Gabon,2/17/2020,0,0,0
,Gambia,2/17/2020,0,0,0
,Georgia,2/17/2020,0,0,0
,Germany,2/17/2020,16,0,1
,Ghana,2/17/2020,0,0,0
,Greece,2/17/2020,0,0,0
,Guatemala,2/17/2020,0,0,0
,Guinea,2/17/2020,0,0,0
,Guyana,2/17/2020,0,0,0
,Haiti,2/17/2020,0,0,0
,Holy See,2/17/2020,0,0,0
,Honduras,2/17/2020,0,0,0
,Hungary,2/17/2020,0,0,0
,Iceland,2/17/2020,0,0,0
,India,2/17/2020,3,0,3
,Indonesia,2/17/2020,0,0,0
,Iran,2/17/2020,0,0,0
,Iraq,2/17/2020,0,0,0
,Ireland,2/17/2020,0,0,0
,Israel,2/17/2020,0,0,0
,Italy,2/17/2020,3,0,0
,Jamaica,2/17/2020,0,0,0
,Japan,2/17/2020,66,1,12
,Jordan,2/17/2020,0,0,0
,Kazakhstan,2/17/2020,0,0,0
,Kenya,2/17/2020,0,0,0
,South Korea,2/17/2020,30,0,10
,Kuwait,2/17/2020,0,0,0
,Kyrgyzstan,2/17/2020,0,0,0
,Latvia,2/17/2020,0,0,0
,Lebanon,2/17/2020,0,0,0
,Liberia,2/17/2020,0,0,0
,Liechtenstein,2/17/2020,0,0,0
,Lithuania,2/17/2020,0,0,0
,Luxembourg,2/17/2020,0,0,0
,Madagascar,2/17/2020,0,0,0
,Malaysia,2/17/2020,22,0,7
,Maldives,2/17/2020,0,0,0
,Malta,2/17/2020,0,0,0
,Mauritania,2/17/2020,0,0,0
,Mauritius,2/17/2020,0,0,0
,Mexico,2/17/2020,0,0,0
,Moldova,2/17/2020,0,0,0
,Monaco,2/17/2020,0,0,0
,Mongolia,2/17/2020,0,0,0
,Montenegro,2/17/2020,0,0,0
,Morocco,2/17/2020,0,0,0
,Namibia,2/17/2020,0,0,0
,Nepal,2/17/2020,1,0,1
Aruba,Netherlands,2/17/2020,0,0,0
Curacao,Netherlands,2/17/2020,0,0,0
Sint Maarten,Netherlands,2/17/2020,0,0,0
,Netherlands,2/17/2020,0,0,0
,New Zealand,2/17/2020,0,0,0
,Nicaragua,2/17/2020,0,0,0
,Niger,2/17/2020,0,0,0
,Nigeria,2/17/2020,0,0,0
,North Macedonia,2/17/2020,0,0,0
,Norway,2/17/2020,0,0,0
,Oman,2/17/2020,0,0,0
,Pakistan,2/17/2020,0,0,0
,Panama,2/17/2020,0,0,0
,Papua New Guinea,2/17/2020,0,0,0
,Paraguay,2/17/2020,0,0,0
,Peru,2/17/2020,0,0,0
,Philippines,2/17/2020,3,1,1
,Poland,2/17/2020,0,0,0
,Portugal,2/17/2020,0,0,0
,Qatar,2/17/2020,0,0,0
,Romania,2/17/2020,0,0,0
,Russia,2/17/2020,2,0,2
,Rwanda,2/17/2020,0,0,0
,Saint Lucia,2/17/2020,0,0,0
,Saint Vincent and the Grenadines,2/17/2020,0,0,0
,San Marino,2/17/2020,0,0,0
,Saudi Arabia,2/17/2020,0,0,0
,Senegal,2/17/2020,0,0,0
,Serbia,2/17/2020,0,0,0
,Seychelles,2/17/2020,0,0,0
,Singapore,2/17/2020,77,0,24
,Slovakia,2/17/2020,0,0,0
,Slovenia,2/17/2020,0,0,0
,Somalia,2/17/2020,0,0,0
,South Africa,2/17/2020,0,0,0
,Spain,2/17/2020,2,0,2
,Sri Lanka,2/17/2020,1,0,1
,Sudan,2/17/2020,0,0,0
,Suriname,2/17/2020,0,0,0
,Sweden,2/17/2020,1,0,0
,Switzerland,2/17/2020,0,0,0
,Taiwan*,2/17/2020,22,1,2
,Tanzania,2/17/2020,0,0,0
,Thailand,2/17/2020,35,0,15
,Togo,2/17/2020,0,0,0
,Trinidad and Tobago,2/17/2020,0,0,0
,Tunisia,2/17/2020,0,0,0
,Turkey,2/17/2020,0,0,0
,Uganda,2/17/2020,0,0,0
,Ukraine,2/17/2020,0,0,0
,United Arab Emirates,2/17/2020,9,0,4
Bermuda,United Kingdom,2/17/2020,0,0,0
Cayman Islands,United Kingdom,2/17/2020,0,0,0
Channel Islands,United Kingdom,2/17/2020,0,0,0
Gibraltar,United Kingdom,2/17/2020,0,0,0
Isle of Man,United Kingdom,2/17/2020,0,0,0
Montserrat,United Kingdom,2/17/2020,0,0,0
,United Kingdom,2/17/2020,9,0,8
,Uruguay,2/17/2020,0,0,0
,US,2/17/2020,13,0,3
,Uzbekistan,2/17/2020,0,0,0
,Venezuela,2/17/2020,0,0,0
,Vietnam,2/17/2020,16,0,7
,Zambia,2/17/2020,0,0,0
,Zimbabwe,2/17/2020,0,0,0
Diamond Princess,Canada,2/17/2020,0,0,0
,Dominica,2/17/2020,0,0,0
,Grenada,2/17/2020,0,0,0
,Mozambique,2/17/2020,0,0,0
,Syria,2/17/2020,0,0,0
,Timor-Leste,2/17/2020,0,0,0
,Belize,2/17/2020,0,0,0
,Laos,2/17/2020,0,0,0
,Libya,2/17/2020,0,0,0
,West Bank and Gaza,2/17/2020,0,0,0
,Guinea-Bissau,2/17/2020,0,0,0
,Mali,2/17/2020,0,0,0
,Saint Kitts and Nevis,2/17/2020,0,0,0
Northwest Territories,Canada,2/17/2020,0,0,0
Yukon,Canada,2/17/2020,0,0,0
,Kosovo,2/17/2020,0,0,0
,Burma,2/17/2020,0,0,0
Anguilla,United Kingdom,2/17/2020,0,0,0
British Virgin Islands,United Kingdom,2/17/2020,0,0,0
Turks and Caicos Islands,United Kingdom,2/17/2020,0,0,0
,MS Zaandam,2/17/2020,0,0,0
,Botswana,2/17/2020,0,0,0
,Burundi,2/17/2020,0,0,0
,Sierra Leone,2/17/2020,0,0,0
,Malawi,2/17/2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,2/17/2020,0,0,0
Saint Pierre and Miquelon,France,2/17/2020,0,0,0
,South Sudan,2/17/2020,0,0,0
,Western Sahara,2/17/2020,0,0,0
,Sao Tome and Principe,2/17/2020,0,0,0
,Yemen,2/17/2020,0,0,0
,Comoros,2/17/2020,0,0,0
,Tajikistan,2/17/2020,0,0,0
,Afghanistan,2/18/2020,0,0,0
,Albania,2/18/2020,0,0,0
,Algeria,2/18/2020,0,0,0
,Andorra,2/18/2020,0,0,0
,Angola,2/18/2020,0,0,0
,Antigua and Barbuda,2/18/2020,0,0,0
,Argentina,2/18/2020,0,0,0
,Armenia,2/18/2020,0,0,0
Australian Capital Territory,Australia,2/18/2020,0,0,0
New South Wales,Australia,2/18/2020,4,0,4
Northern Territory,Australia,2/18/2020,0,0,0
Queensland,Australia,2/18/2020,5,0,0
South Australia,Australia,2/18/2020,2,0,2
Tasmania,Australia,2/18/2020,0,0,0
Victoria,Australia,2/18/2020,4,0,4
Western Australia,Australia,2/18/2020,0,0,0
,Austria,2/18/2020,0,0,0
,Azerbaijan,2/18/2020,0,0,0
,Bahamas,2/18/2020,0,0,0
,Bahrain,2/18/2020,0,0,0
,Bangladesh,2/18/2020,0,0,0
,Barbados,2/18/2020,0,0,0
,Belarus,2/18/2020,0,0,0
,Belgium,2/18/2020,1,0,1
,Benin,2/18/2020,0,0,0
,Bhutan,2/18/2020,0,0,0
,Bolivia,2/18/2020,0,0,0
,Bosnia and Herzegovina,2/18/2020,0,0,0
,Brazil,2/18/2020,0,0,0
,Brunei,2/18/2020,0,0,0
,Bulgaria,2/18/2020,0,0,0
,Burkina Faso,2/18/2020,0,0,0
,Cabo Verde,2/18/2020,0,0,0
,Cambodia,2/18/2020,1,0,1
,Cameroon,2/18/2020,0,0,0
Alberta,Canada,2/18/2020,0,0,0
British Columbia,Canada,2/18/2020,5,0,0
Grand Princess,Canada,2/18/2020,0,0,0
Manitoba,Canada,2/18/2020,0,0,0
New Brunswick,Canada,2/18/2020,0,0,0
Newfoundland and Labrador,Canada,2/18/2020,0,0,0
Nova Scotia,Canada,2/18/2020,0,0,0
Ontario,Canada,2/18/2020,3,0,0
Prince Edward Island,Canada,2/18/2020,0,0,0
Quebec,Canada,2/18/2020,0,0,0
Saskatchewan,Canada,2/18/2020,0,0,0
,Central African Republic,2/18/2020,0,0,0
,Chad,2/18/2020,0,0,0
,Chile,2/18/2020,0,0,0
Anhui,China,2/18/2020,982,6,361
Beijing,China,2/18/2020,387,4,122
Chongqing,China,2/18/2020,555,5,254
Fujian,China,2/18/2020,292,0,93
Gansu,China,2/18/2020,91,2,62
Guangdong,China,2/18/2020,1328,4,565
Guangxi,China,2/18/2020,242,2,69
Guizhou,China,2/18/2020,146,2,66
Hainan,China,2/18/2020,163,4,79
Hebei,China,2/18/2020,306,4,136
Heilongjiang,China,2/18/2020,464,11,0
Henan,China,2/18/2020,1257,19,0
Hong Kong,China,2/18/2020,62,1,2
Hubei,China,2/18/2020,61682,1921,9128
Hunan,China,2/18/2020,1007,4,527
Inner Mongolia,China,2/18/2020,73,0,8
Jiangsu,China,2/18/2020,629,0,280
Jiangxi,China,2/18/2020,933,1,310
Jilin,China,2/18/2020,89,1,36
Liaoning,China,2/18/2020,121,1,53
Macau,China,2/18/2020,10,0,5
Ningxia,China,2/18/2020,70,0,42
Qinghai,China,2/18/2020,18,0,15
Shaanxi,China,2/18/2020,240,0,89
Shandong,China,2/18/2020,543,3,211
Shanghai,China,2/18/2020,333,1,0
Shanxi,China,2/18/2020,131,0,61
Sichuan,China,2/18/2020,508,3,169
Tianjin,China,2/18/2020,128,3,48
Tibet,China,2/18/2020,1,0,1
Xinjiang,China,2/18/2020,76,1,12
Yunnan,China,2/18/2020,172,0,0
Zhejiang,China,2/18/2020,1172,0,535
,Colombia,2/18/2020,0,0,0
,Congo (Brazzaville),2/18/2020,0,0,0
,Congo (Kinshasa),2/18/2020,0,0,0
,Costa Rica,2/18/2020,0,0,0
,Cote d'Ivoire,2/18/2020,0,0,0
,Croatia,2/18/2020,0,0,0
,Diamond Princess,2/18/2020,542,0,0
,Cuba,2/18/2020,0,0,0
,Cyprus,2/18/2020,0,0,0
,Czechia,2/18/2020,0,0,0
Faroe Islands,Denmark,2/18/2020,0,0,0
Greenland,Denmark,2/18/2020,0,0,0
,Denmark,2/18/2020,0,0,0
,Djibouti,2/18/2020,0,0,0
,Dominican Republic,2/18/2020,0,0,0
,Ecuador,2/18/2020,0,0,0
,Egypt,2/18/2020,1,0,0
,El Salvador,2/18/2020,0,0,0
,Equatorial Guinea,2/18/2020,0,0,0
,Eritrea,2/18/2020,0,0,0
,Estonia,2/18/2020,0,0,0
,Eswatini,2/18/2020,0,0,0
,Ethiopia,2/18/2020,0,0,0
,Fiji,2/18/2020,0,0,0
,Finland,2/18/2020,1,0,1
French Guiana,France,2/18/2020,0,0,0
French Polynesia,France,2/18/2020,0,0,0
Guadeloupe,France,2/18/2020,0,0,0
Mayotte,France,2/18/2020,0,0,0
New Caledonia,France,2/18/2020,0,0,0
Reunion,France,2/18/2020,0,0,0
Saint Barthelemy,France,2/18/2020,0,0,0
St Martin,France,2/18/2020,0,0,0
Martinique,France,2/18/2020,0,0,0
,France,2/18/2020,12,1,4
,Gabon,2/18/2020,0,0,0
,Gambia,2/18/2020,0,0,0
,Georgia,2/18/2020,0,0,0
,Germany,2/18/2020,16,0,12
,Ghana,2/18/2020,0,0,0
,Greece,2/18/2020,0,0,0
,Guatemala,2/18/2020,0,0,0
,Guinea,2/18/2020,0,0,0
,Guyana,2/18/2020,0,0,0
,Haiti,2/18/2020,0,0,0
,Holy See,2/18/2020,0,0,0
,Honduras,2/18/2020,0,0,0
,Hungary,2/18/2020,0,0,0
,Iceland,2/18/2020,0,0,0
,India,2/18/2020,3,0,3
,Indonesia,2/18/2020,0,0,0
,Iran,2/18/2020,0,0,0
,Iraq,2/18/2020,0,0,0
,Ireland,2/18/2020,0,0,0
,Israel,2/18/2020,0,0,0
,Italy,2/18/2020,3,0,0
,Jamaica,2/18/2020,0,0,0
,Japan,2/18/2020,74,1,13
,Jordan,2/18/2020,0,0,0
,Kazakhstan,2/18/2020,0,0,0
,Kenya,2/18/2020,0,0,0
,South Korea,2/18/2020,31,0,12
,Kuwait,2/18/2020,0,0,0
,Kyrgyzstan,2/18/2020,0,0,0
,Latvia,2/18/2020,0,0,0
,Lebanon,2/18/2020,0,0,0
,Liberia,2/18/2020,0,0,0
